06.09.2025,14:00,Belgrad
06.09.2025,20:00,Budapeşte
07.09.2025,14:00,Budapeşte
07.09.2025,20:00,Bükreş
08.09.2025,14:00,Bükreş
08.09.2025,20:00,Sofya
09.09.2025,14:00,Sofya
09.09.2025,20:00,İstanbul
10.09.2025,14:00,İstanbul
10.09.2025,20:00,İzmir
11.09.2025,14:00,İzmir
11.09.2025,20:00,Antalya
12.09.2025,14:00,Antalya
12.09.2025,20:00,Ankara
13.09.2025,14:00,Ankara
13.09.2025,20:00,Bakü
14.09.2025,14:00,Bakü
14.09.2025,20:00,Johannesburg
15.09.2025,14:00,Johannesburg
15.09.2025,20:00,Rio de Janeiro
16.09.2025,14:00,Rio de Janeiro
16.09.2025,20:00,Sao Paulo
17.09.2025,14:00,Sao Paulo
17.09.2025,20:00,Buenos Aires
18.09.2025,14:00,
18.09.2025,20:00,
19.09.2025,14:00,Buenos Aires
19.09.2025,20:00,Montreal
20.09.2025,14:00,Montreal
20.09.2025,20:00,Toronto
21.09.2025,14:00,Toronto
21.09.2025,20:00,New York
22.09.2025,14:00,New York
22.09.2025,20:00,Nashville
23.09.2025,14:00,Nashville
23.09.2025,20:00,Şikago
24.09.2025,14:00,Şikago
24.09.2025,20:00,Mexico City
25.09.2025,14:00,Mexico City
25.09.2025,20:00,Los Angeles
26.09.2025,14:00,Los Angeles
26.09.2025,20:00,Seattle
27.09.2025,14:00,Seattle
27.09.2025,20:00,
28.09.2025,14:00,
28.09.2025,20:00,Melbourne
29.09.2025,14:00,Melbourne
29.09.2025,20:00,Cakarta
30.09.2025,14:00,Cakarta
30.09.2025,20:00,Singapur
01.10.2025,14:00,Singapur
01.10.2025,20:00,Manila
02.10.2025,14:00,Manila
02.10.2025,20:00,Şangay
03.10.2025,14:00,Şangay
03.10.2025,20:00,Tokyo
04.10.2025,14:00,Tokyo
04.10.2025,20:00,Kiev
05.10.2025,14:00,Kiev
05.10.2025,20:00,Moskova
06.10.2025,14:00,Moskova
06.10.2025,20:00,Vilnius
07.10.2025,14:00,Vilnius
07.10.2025,20:00,Tallinn
08.10.2025,14:00,Tallinn
08.10.2025,20:00,Helsinki
09.10.2025,14:00,Helsinki
